         Vardas        Pavarde     Galutinis balas
    Vardas44759   Pavarde44759                6.97
    Vardas44760   Pavarde44760                6.86
    Vardas44761   Pavarde44761                5.46
    Vardas44762   Pavarde44762                5.90
    Vardas44763   Pavarde44763                7.04
    Vardas44764   Pavarde44764                5.44
    Vardas44766   Pavarde44766                5.86
    Vardas44767   Pavarde44767                7.82
    Vardas44770   Pavarde44770                6.48
    Vardas44771   Pavarde44771                7.51
    Vardas44775   Pavarde44775                7.70
    Vardas44777   Pavarde44777                6.53
    Vardas44778   Pavarde44778                5.40
    Vardas44779   Pavarde44779                6.71
    Vardas44781   Pavarde44781                6.73
    Vardas44782   Pavarde44782                8.69
    Vardas44783   Pavarde44783                7.97
    Vardas44784   Pavarde44784                6.76
    Vardas44786   Pavarde44786                5.23
    Vardas44787   Pavarde44787                7.41
    Vardas44788   Pavarde44788                6.20
    Vardas44789   Pavarde44789                7.85
    Vardas44790   Pavarde44790                6.78
    Vardas44791   Pavarde44791                5.41
    Vardas44792   Pavarde44792                5.73
    Vardas44793   Pavarde44793                8.31
    Vardas44795   Pavarde44795                5.46
    Vardas44796   Pavarde44796                5.49
    Vardas44797   Pavarde44797                6.59
    Vardas44798   Pavarde44798                6.07
    Vardas44799   Pavarde44799                5.78
    Vardas44800   Pavarde44800                8.30
    Vardas44802   Pavarde44802                6.11
    Vardas44803   Pavarde44803                5.87
    Vardas44805   Pavarde44805                7.06
    Vardas44806   Pavarde44806                7.79
    Vardas44809   Pavarde44809                5.44
    Vardas44810   Pavarde44810                7.96
    Vardas44811   Pavarde44811                5.08
    Vardas44815   Pavarde44815                6.28
    Vardas44816   Pavarde44816                7.92
    Vardas44817   Pavarde44817                6.33
    Vardas44818   Pavarde44818                7.55
    Vardas44820   Pavarde44820                7.33
    Vardas44821   Pavarde44821                7.41
    Vardas44824   Pavarde44824                5.08
    Vardas44826   Pavarde44826                5.19
    Vardas44827   Pavarde44827                5.61
    Vardas44828   Pavarde44828                6.17
    Vardas44829   Pavarde44829                7.44
    Vardas44830   Pavarde44830                5.72
    Vardas44831   Pavarde44831                5.73
    Vardas44833   Pavarde44833                6.58
    Vardas44834   Pavarde44834                7.42
    Vardas44835   Pavarde44835                6.15
    Vardas44836   Pavarde44836                5.35
    Vardas44838   Pavarde44838                6.35
    Vardas44839   Pavarde44839                5.30
    Vardas44840   Pavarde44840                6.05
    Vardas44841   Pavarde44841                5.33
    Vardas44842   Pavarde44842                6.82
    Vardas44843   Pavarde44843                6.56
    Vardas44845   Pavarde44845                5.39
    Vardas44846   Pavarde44846                7.09
    Vardas44847   Pavarde44847                5.02
    Vardas44848   Pavarde44848                5.45
    Vardas44849   Pavarde44849                5.29
    Vardas44850   Pavarde44850                8.27
    Vardas44852   Pavarde44852                6.13
    Vardas44853   Pavarde44853                6.99
    Vardas44854   Pavarde44854                6.67
    Vardas44855   Pavarde44855                5.60
    Vardas44856   Pavarde44856                5.26
    Vardas44858   Pavarde44858                5.67
    Vardas44859   Pavarde44859                6.45
    Vardas44860   Pavarde44860                6.50
    Vardas44862   Pavarde44862                7.48
    Vardas44864   Pavarde44864                7.91
    Vardas44865   Pavarde44865                7.68
    Vardas44866   Pavarde44866                7.99
    Vardas44867   Pavarde44867                7.40
    Vardas44868   Pavarde44868                8.48
    Vardas44870   Pavarde44870                6.56
    Vardas44873   Pavarde44873                6.73
    Vardas44874   Pavarde44874                5.55
    Vardas44876   Pavarde44876                7.02
    Vardas44878   Pavarde44878                5.97
    Vardas44880   Pavarde44880                7.62
    Vardas44881   Pavarde44881                6.62
    Vardas44882   Pavarde44882                6.66
    Vardas44883   Pavarde44883                7.24
    Vardas44884   Pavarde44884                6.93
    Vardas44885   Pavarde44885                6.55
    Vardas44886   Pavarde44886                8.29
    Vardas44890   Pavarde44890                7.24
    Vardas44891   Pavarde44891                7.51
    Vardas44895   Pavarde44895                7.31
    Vardas44896   Pavarde44896                7.64
    Vardas44897   Pavarde44897                6.51
    Vardas44898   Pavarde44898                7.33
    Vardas44899   Pavarde44899                7.57
    Vardas44900   Pavarde44900                6.25
    Vardas44902   Pavarde44902                6.67
    Vardas44903   Pavarde44903                6.40
    Vardas44904   Pavarde44904                6.73
    Vardas44905   Pavarde44905                5.20
    Vardas44906   Pavarde44906                8.24
    Vardas44907   Pavarde44907                6.05
    Vardas44908   Pavarde44908                7.74
    Vardas44909   Pavarde44909                7.60
    Vardas44910   Pavarde44910                6.84
    Vardas44911   Pavarde44911                5.91
    Vardas44914   Pavarde44914                5.80
    Vardas44916   Pavarde44916                7.47
    Vardas44917   Pavarde44917                5.71
    Vardas44920   Pavarde44920                6.45
    Vardas44922   Pavarde44922                5.20
    Vardas44924   Pavarde44924                8.42
    Vardas44926   Pavarde44926                6.91
    Vardas44927   Pavarde44927                6.95
    Vardas44928   Pavarde44928                5.21
    Vardas44929   Pavarde44929                8.01
    Vardas44930   Pavarde44930                6.38
    Vardas44931   Pavarde44931                7.22
    Vardas44932   Pavarde44932                6.41
    Vardas44933   Pavarde44933                6.18
    Vardas44934   Pavarde44934                8.03
    Vardas44935   Pavarde44935                7.55
    Vardas44937   Pavarde44937                6.01
    Vardas44938   Pavarde44938                7.27
    Vardas44941   Pavarde44941                6.47
    Vardas44942   Pavarde44942                7.70
    Vardas44943   Pavarde44943                7.47
    Vardas44944   Pavarde44944                6.88
    Vardas44945   Pavarde44945                6.18
    Vardas44947   Pavarde44947                6.34
    Vardas44949   Pavarde44949                6.19
    Vardas44950   Pavarde44950                7.12
    Vardas44951   Pavarde44951                7.11
    Vardas44955   Pavarde44955                5.24
    Vardas44957   Pavarde44957                8.37
    Vardas44958   Pavarde44958                6.51
    Vardas44960   Pavarde44960                5.40
    Vardas44964   Pavarde44964                5.25
    Vardas44965   Pavarde44965                6.85
    Vardas44966   Pavarde44966                7.23
    Vardas44968   Pavarde44968                7.52
    Vardas44969   Pavarde44969                5.76
    Vardas44972   Pavarde44972                5.95
    Vardas44973   Pavarde44973                6.96
    Vardas44974   Pavarde44974                7.43
    Vardas44977   Pavarde44977                5.03
    Vardas44978   Pavarde44978                5.66
    Vardas44979   Pavarde44979                7.00
    Vardas44980   Pavarde44980                8.00
    Vardas44981   Pavarde44981                5.47
    Vardas44984   Pavarde44984                5.71
    Vardas44987   Pavarde44987                6.72
    Vardas44989   Pavarde44989                7.76
    Vardas44991   Pavarde44991                7.99
    Vardas44992   Pavarde44992                8.68
    Vardas44993   Pavarde44993                5.98
    Vardas44994   Pavarde44994                6.48
    Vardas44995   Pavarde44995                5.16
    Vardas44996   Pavarde44996                6.27
    Vardas44997   Pavarde44997                6.91
    Vardas45000   Pavarde45000                6.23
    Vardas45001   Pavarde45001                5.21
    Vardas45002   Pavarde45002                6.97
    Vardas45003   Pavarde45003                6.17
    Vardas45004   Pavarde45004                7.49
    Vardas45005   Pavarde45005                7.36
    Vardas45006   Pavarde45006                5.78
    Vardas45007   Pavarde45007                7.08
    Vardas45008   Pavarde45008                7.48
    Vardas45009   Pavarde45009                5.73
    Vardas45010   Pavarde45010                7.45
    Vardas45012   Pavarde45012                5.87
    Vardas45015   Pavarde45015                5.43
    Vardas45016   Pavarde45016                7.37
    Vardas45017   Pavarde45017                6.92
    Vardas45018   Pavarde45018                6.62
    Vardas45020   Pavarde45020                6.64
    Vardas45023   Pavarde45023                6.26
    Vardas45024   Pavarde45024                5.19
    Vardas45025   Pavarde45025                5.20
    Vardas45026   Pavarde45026                5.23
    Vardas45028   Pavarde45028                5.11
    Vardas45030   Pavarde45030                6.43
    Vardas45033   Pavarde45033                7.98
    Vardas45036   Pavarde45036                6.59
    Vardas45039   Pavarde45039                5.05
    Vardas45040   Pavarde45040                7.80
    Vardas45042   Pavarde45042                5.40
    Vardas45043   Pavarde45043                7.05
    Vardas45044   Pavarde45044                6.23
    Vardas45045   Pavarde45045                7.28
    Vardas45046   Pavarde45046                5.86
    Vardas45048   Pavarde45048                7.41
    Vardas45050   Pavarde45050                5.52
    Vardas45052   Pavarde45052                6.65
    Vardas45053   Pavarde45053                5.96
    Vardas45057   Pavarde45057                5.64
    Vardas45061   Pavarde45061                6.03
    Vardas45064   Pavarde45064                8.46
    Vardas45066   Pavarde45066                7.14
    Vardas45067   Pavarde45067                6.16
    Vardas45069   Pavarde45069                5.78
    Vardas45071   Pavarde45071                8.87
    Vardas45072   Pavarde45072                6.26
    Vardas45076   Pavarde45076                7.13
    Vardas45077   Pavarde45077                6.89
    Vardas45080   Pavarde45080                8.19
    Vardas45083   Pavarde45083                5.40
    Vardas45084   Pavarde45084                7.01
    Vardas45085   Pavarde45085                6.47
    Vardas45087   Pavarde45087                6.90
    Vardas45089   Pavarde45089                5.21
    Vardas45090   Pavarde45090                6.96
    Vardas45093   Pavarde45093                7.25
    Vardas45094   Pavarde45094                6.61
    Vardas45095   Pavarde45095                5.88
    Vardas45096   Pavarde45096                5.61
    Vardas45098   Pavarde45098                5.80
    Vardas45099   Pavarde45099                7.18
    Vardas45102   Pavarde45102                5.23
    Vardas45103   Pavarde45103                6.84
    Vardas45104   Pavarde45104                5.78
    Vardas45106   Pavarde45106                6.81
    Vardas45107   Pavarde45107                5.24
    Vardas45108   Pavarde45108                5.40
    Vardas45109   Pavarde45109                5.57
    Vardas45110   Pavarde45110                7.08
    Vardas45111   Pavarde45111                5.82
    Vardas45113   Pavarde45113                6.63
    Vardas45117   Pavarde45117                6.24
    Vardas45118   Pavarde45118                7.10
    Vardas45120   Pavarde45120                7.63
    Vardas45121   Pavarde45121                6.02
    Vardas45124   Pavarde45124                7.71
    Vardas45127   Pavarde45127                7.60
    Vardas45128   Pavarde45128                7.33
    Vardas45131   Pavarde45131                5.58
    Vardas45133   Pavarde45133                7.44
    Vardas45135   Pavarde45135                7.44
    Vardas45136   Pavarde45136                6.86
    Vardas45137   Pavarde45137                8.04
    Vardas45138   Pavarde45138                6.34
    Vardas45139   Pavarde45139                7.67
    Vardas45140   Pavarde45140                5.88
    Vardas45141   Pavarde45141                5.37
    Vardas45146   Pavarde45146                7.61
    Vardas45147   Pavarde45147                7.93
    Vardas45149   Pavarde45149                6.67
    Vardas45150   Pavarde45150                5.90
    Vardas45152   Pavarde45152                7.27
    Vardas45155   Pavarde45155                7.46
    Vardas45156   Pavarde45156                7.68
    Vardas45159   Pavarde45159                8.02
    Vardas45160   Pavarde45160                5.76
    Vardas45162   Pavarde45162                7.65
    Vardas45164   Pavarde45164                6.54
    Vardas45168   Pavarde45168                5.40
    Vardas45169   Pavarde45169                7.23
    Vardas45171   Pavarde45171                8.46
    Vardas45173   Pavarde45173                5.79
    Vardas45174   Pavarde45174                6.73
    Vardas45175   Pavarde45175                7.68
    Vardas45176   Pavarde45176                5.95
    Vardas45182   Pavarde45182                6.35
    Vardas45184   Pavarde45184                5.80
    Vardas45185   Pavarde45185                5.89
    Vardas45187   Pavarde45187                5.25
    Vardas45189   Pavarde45189                6.14
    Vardas45190   Pavarde45190                6.78
    Vardas45191   Pavarde45191                5.13
    Vardas45192   Pavarde45192                5.39
    Vardas45193   Pavarde45193                7.10
    Vardas45195   Pavarde45195                5.12
    Vardas45196   Pavarde45196                8.21
    Vardas45197   Pavarde45197                6.93
    Vardas45199   Pavarde45199                6.02
    Vardas45200   Pavarde45200                5.60
    Vardas45202   Pavarde45202                6.52
    Vardas45210   Pavarde45210                7.04
    Vardas45212   Pavarde45212                5.51
    Vardas45215   Pavarde45215                6.53
    Vardas45217   Pavarde45217                6.37
    Vardas45218   Pavarde45218                8.40
    Vardas45220   Pavarde45220                6.75
    Vardas45221   Pavarde45221                8.01
    Vardas45223   Pavarde45223                5.31
    Vardas45224   Pavarde45224                8.05
    Vardas45226   Pavarde45226                5.79
    Vardas45227   Pavarde45227                6.89
    Vardas45228   Pavarde45228                7.39
    Vardas45229   Pavarde45229                6.20
    Vardas45230   Pavarde45230                6.15
    Vardas45232   Pavarde45232                8.05
    Vardas45233   Pavarde45233                6.46
    Vardas45234   Pavarde45234                6.82
    Vardas45235   Pavarde45235                5.38
    Vardas45236   Pavarde45236                5.50
    Vardas45237   Pavarde45237                5.63
    Vardas45239   Pavarde45239                6.96
    Vardas45240   Pavarde45240                7.98
    Vardas45241   Pavarde45241                6.96
    Vardas45246   Pavarde45246                7.76
    Vardas45247   Pavarde45247                5.57
    Vardas45249   Pavarde45249                6.67
    Vardas45250   Pavarde45250                5.29
    Vardas45251   Pavarde45251                7.80
    Vardas45256   Pavarde45256                7.17
    Vardas45257   Pavarde45257                5.21
    Vardas45258   Pavarde45258                5.63
    Vardas45259   Pavarde45259                7.29
    Vardas45260   Pavarde45260                5.07
    Vardas45264   Pavarde45264                6.68
    Vardas45265   Pavarde45265                5.50
    Vardas45266   Pavarde45266                8.04
    Vardas45268   Pavarde45268                5.07
    Vardas45269   Pavarde45269                5.82
    Vardas45270   Pavarde45270                7.91
    Vardas45271   Pavarde45271                6.34
    Vardas45272   Pavarde45272                6.33
    Vardas45276   Pavarde45276                7.17
    Vardas45277   Pavarde45277                7.61
    Vardas45279   Pavarde45279                7.93
    Vardas45281   Pavarde45281                5.31
    Vardas45282   Pavarde45282                8.09
    Vardas45284   Pavarde45284                6.94
    Vardas45287   Pavarde45287                5.32
    Vardas45288   Pavarde45288                5.82
    Vardas45291   Pavarde45291                6.30
    Vardas45296   Pavarde45296                6.40
    Vardas45297   Pavarde45297                5.63
    Vardas45301   Pavarde45301                5.05
    Vardas45304   Pavarde45304                5.63
    Vardas45306   Pavarde45306                5.82
    Vardas45307   Pavarde45307                6.00
    Vardas45308   Pavarde45308                5.60
    Vardas45309   Pavarde45309                5.51
    Vardas45311   Pavarde45311                7.08
    Vardas45313   Pavarde45313                5.80
    Vardas45314   Pavarde45314                5.24
    Vardas45316   Pavarde45316                6.87
    Vardas45317   Pavarde45317                5.62
    Vardas45320   Pavarde45320                8.39
    Vardas45321   Pavarde45321                6.52
    Vardas45322   Pavarde45322                7.51
    Vardas45324   Pavarde45324                5.29
    Vardas45325   Pavarde45325                6.26
    Vardas45327   Pavarde45327                7.26
    Vardas45330   Pavarde45330                5.91
    Vardas45331   Pavarde45331                7.41
    Vardas45333   Pavarde45333                5.63
    Vardas45334   Pavarde45334                5.09
    Vardas45335   Pavarde45335                9.04
    Vardas45338   Pavarde45338                5.35
    Vardas45340   Pavarde45340                5.41
    Vardas45344   Pavarde45344                8.79
    Vardas45345   Pavarde45345                8.81
    Vardas45346   Pavarde45346                6.27
    Vardas45347   Pavarde45347                5.09
    Vardas45349   Pavarde45349                7.98
    Vardas45351   Pavarde45351                7.04
    Vardas45352   Pavarde45352                7.13
    Vardas45354   Pavarde45354                5.31
    Vardas45355   Pavarde45355                6.38
    Vardas45356   Pavarde45356                5.18
    Vardas45357   Pavarde45357                5.58
    Vardas45358   Pavarde45358                5.68
    Vardas45361   Pavarde45361                8.45
    Vardas45362   Pavarde45362                6.34
    Vardas45363   Pavarde45363                6.23
    Vardas45364   Pavarde45364                8.33
    Vardas45365   Pavarde45365                5.35
    Vardas45368   Pavarde45368                5.68
    Vardas45370   Pavarde45370                7.26
    Vardas45372   Pavarde45372                8.61
    Vardas45373   Pavarde45373                8.15
    Vardas45374   Pavarde45374                5.62
    Vardas45376   Pavarde45376                5.76
    Vardas45377   Pavarde45377                5.39
    Vardas45378   Pavarde45378                5.37
    Vardas45379   Pavarde45379                6.68
    Vardas45380   Pavarde45380                5.41
    Vardas45382   Pavarde45382                5.66
    Vardas45383   Pavarde45383                5.11
    Vardas45384   Pavarde45384                8.12
    Vardas45385   Pavarde45385                7.04
    Vardas45386   Pavarde45386                7.35
    Vardas45387   Pavarde45387                7.79
    Vardas45391   Pavarde45391                6.12
    Vardas45394   Pavarde45394                8.87
    Vardas45395   Pavarde45395                5.80
    Vardas45396   Pavarde45396                5.42
    Vardas45397   Pavarde45397                6.59
    Vardas45400   Pavarde45400                5.60
    Vardas45402   Pavarde45402                7.48
    Vardas45403   Pavarde45403                7.68
    Vardas45404   Pavarde45404                7.00
    Vardas45411   Pavarde45411                5.99
    Vardas45413   Pavarde45413                7.05
    Vardas45414   Pavarde45414                9.03
    Vardas45415   Pavarde45415                6.38
    Vardas45418   Pavarde45418                6.79
    Vardas45419   Pavarde45419                6.79
    Vardas45420   Pavarde45420                5.02
    Vardas45429   Pavarde45429                5.41
    Vardas45430   Pavarde45430                5.62
    Vardas45433   Pavarde45433                7.18
    Vardas45434   Pavarde45434                5.22
    Vardas45435   Pavarde45435                7.57
    Vardas45436   Pavarde45436                5.50
    Vardas45437   Pavarde45437                5.03
    Vardas45439   Pavarde45439                8.22
    Vardas45441   Pavarde45441                5.82
    Vardas45443   Pavarde45443                5.34
    Vardas45444   Pavarde45444                7.59
    Vardas45448   Pavarde45448                7.32
    Vardas45449   Pavarde45449                5.57
    Vardas45453   Pavarde45453                7.38
    Vardas45454   Pavarde45454                7.77
    Vardas45459   Pavarde45459                6.32
    Vardas45460   Pavarde45460                6.19
    Vardas45463   Pavarde45463                6.88
    Vardas45464   Pavarde45464                5.29
    Vardas45465   Pavarde45465                8.22
    Vardas45466   Pavarde45466                7.95
    Vardas45468   Pavarde45468                6.10
    Vardas45469   Pavarde45469                6.42
    Vardas45471   Pavarde45471                7.31
    Vardas45473   Pavarde45473                8.37
    Vardas45474   Pavarde45474                6.28
    Vardas45475   Pavarde45475                6.98
    Vardas45476   Pavarde45476                5.97
    Vardas45477   Pavarde45477                7.10
    Vardas45478   Pavarde45478                8.34
    Vardas45479   Pavarde45479                7.89
    Vardas45480   Pavarde45480                5.93
    Vardas45482   Pavarde45482                6.14
    Vardas45484   Pavarde45484                5.73
    Vardas45485   Pavarde45485                5.49
    Vardas45487   Pavarde45487                7.78
    Vardas45488   Pavarde45488                5.79
    Vardas45489   Pavarde45489                6.22
    Vardas45491   Pavarde45491                5.12
    Vardas45492   Pavarde45492                5.75
    Vardas45494   Pavarde45494                8.67
    Vardas45495   Pavarde45495                5.14
    Vardas45496   Pavarde45496                5.64
    Vardas45497   Pavarde45497                8.55
    Vardas45498   Pavarde45498                7.33
    Vardas45505   Pavarde45505                5.95
    Vardas45506   Pavarde45506                8.77
    Vardas45508   Pavarde45508                5.58
    Vardas45509   Pavarde45509                6.76
    Vardas45510   Pavarde45510                6.52
    Vardas45512   Pavarde45512                6.57
    Vardas45514   Pavarde45514                7.33
    Vardas45515   Pavarde45515                5.90
    Vardas45516   Pavarde45516                7.31
    Vardas45518   Pavarde45518                7.86
    Vardas45519   Pavarde45519                6.99
    Vardas45521   Pavarde45521                7.71
    Vardas45523   Pavarde45523                5.04
    Vardas45524   Pavarde45524                7.78
    Vardas45529   Pavarde45529                8.39
    Vardas45530   Pavarde45530                8.96
    Vardas45531   Pavarde45531                5.48
    Vardas45532   Pavarde45532                8.05
    Vardas45533   Pavarde45533                5.95
    Vardas45534   Pavarde45534                5.11
    Vardas45536   Pavarde45536                5.54
    Vardas45538   Pavarde45538                5.03
    Vardas45539   Pavarde45539                6.40
    Vardas45540   Pavarde45540                5.80
    Vardas45542   Pavarde45542                5.61
    Vardas45544   Pavarde45544                8.43
    Vardas45545   Pavarde45545                6.97
    Vardas45547   Pavarde45547                6.49
    Vardas45551   Pavarde45551                5.94
    Vardas45554   Pavarde45554                6.94
    Vardas45555   Pavarde45555                7.12
    Vardas45558   Pavarde45558                6.46
    Vardas45559   Pavarde45559                8.02
    Vardas45560   Pavarde45560                7.50
    Vardas45561   Pavarde45561                5.63
    Vardas45562   Pavarde45562                7.21
    Vardas45563   Pavarde45563                6.37
    Vardas45564   Pavarde45564                5.82
    Vardas45565   Pavarde45565                8.27
    Vardas45566   Pavarde45566                6.30
    Vardas45568   Pavarde45568                8.16
    Vardas45569   Pavarde45569                5.20
    Vardas45571   Pavarde45571                6.95
    Vardas45576   Pavarde45576                6.57
    Vardas45577   Pavarde45577                6.56
    Vardas45580   Pavarde45580                8.47
    Vardas45581   Pavarde45581                5.33
    Vardas45585   Pavarde45585                7.99
    Vardas45586   Pavarde45586                5.32
    Vardas45587   Pavarde45587                7.21
    Vardas45589   Pavarde45589                5.28
    Vardas45590   Pavarde45590                6.99
    Vardas45594   Pavarde45594                7.64
    Vardas45599   Pavarde45599                7.97
    Vardas45601   Pavarde45601                8.61
    Vardas45602   Pavarde45602                7.73
    Vardas45603   Pavarde45603                6.07
    Vardas45604   Pavarde45604                7.38
    Vardas45605   Pavarde45605                5.49
    Vardas45606   Pavarde45606                5.29
    Vardas45607   Pavarde45607                5.69
    Vardas45609   Pavarde45609                5.90
    Vardas45614   Pavarde45614                5.73
    Vardas45615   Pavarde45615                5.51
    Vardas45616   Pavarde45616                6.83
    Vardas45617   Pavarde45617                6.06
    Vardas45619   Pavarde45619                6.83
    Vardas45620   Pavarde45620                5.77
    Vardas45622   Pavarde45622                5.90
    Vardas45623   Pavarde45623                7.31
    Vardas45624   Pavarde45624                7.87
    Vardas45625   Pavarde45625                5.13
    Vardas45626   Pavarde45626                6.10
    Vardas45627   Pavarde45627                5.52
    Vardas45628   Pavarde45628                5.53
    Vardas45634   Pavarde45634                5.23
    Vardas45635   Pavarde45635                6.70
    Vardas45636   Pavarde45636                7.36
    Vardas45637   Pavarde45637                5.60
    Vardas45638   Pavarde45638                6.60
    Vardas45639   Pavarde45639                7.68
    Vardas45641   Pavarde45641                5.99
    Vardas45645   Pavarde45645                7.80
    Vardas45646   Pavarde45646                5.67
    Vardas45648   Pavarde45648                7.63
    Vardas45649   Pavarde45649                6.55
    Vardas45650   Pavarde45650                6.90
    Vardas45655   Pavarde45655                5.22
    Vardas45656   Pavarde45656                5.31
    Vardas45659   Pavarde45659                7.10
    Vardas45660   Pavarde45660                7.17
    Vardas45661   Pavarde45661                5.02
    Vardas45663   Pavarde45663                7.19
    Vardas45664   Pavarde45664                8.89
    Vardas45665   Pavarde45665                7.60
    Vardas45666   Pavarde45666                7.49
    Vardas45667   Pavarde45667                7.54
    Vardas45668   Pavarde45668                7.19
    Vardas45669   Pavarde45669                5.62
    Vardas45670   Pavarde45670                6.15
    Vardas45671   Pavarde45671                5.25
    Vardas45672   Pavarde45672                5.13
    Vardas45675   Pavarde45675                6.55
    Vardas45676   Pavarde45676                8.45
    Vardas45678   Pavarde45678                5.47
    Vardas45679   Pavarde45679                5.75
    Vardas45680   Pavarde45680                6.52
    Vardas45681   Pavarde45681                6.66
    Vardas45682   Pavarde45682                6.13
    Vardas45683   Pavarde45683                7.11
    Vardas45684   Pavarde45684                5.28
    Vardas45685   Pavarde45685                5.04
    Vardas45688   Pavarde45688                6.83
    Vardas45689   Pavarde45689                5.60
    Vardas45690   Pavarde45690                7.23
    Vardas45692   Pavarde45692                5.82
    Vardas45693   Pavarde45693                5.74
    Vardas45696   Pavarde45696                8.78
    Vardas45697   Pavarde45697                5.28
    Vardas45698   Pavarde45698                8.44
    Vardas45699   Pavarde45699                6.48
    Vardas45700   Pavarde45700                8.42
    Vardas45701   Pavarde45701                5.13
    Vardas45702   Pavarde45702                5.69
    Vardas45705   Pavarde45705                6.01
    Vardas45706   Pavarde45706                5.37
    Vardas45710   Pavarde45710                5.55
    Vardas45711   Pavarde45711                6.64
    Vardas45714   Pavarde45714                5.74
    Vardas45715   Pavarde45715                5.39
    Vardas45716   Pavarde45716                6.64
    Vardas45717   Pavarde45717                5.18
    Vardas45718   Pavarde45718                6.80
    Vardas45719   Pavarde45719                5.27
    Vardas45720   Pavarde45720                7.91
    Vardas45721   Pavarde45721                7.15
    Vardas45722   Pavarde45722                5.25
    Vardas45723   Pavarde45723                5.25
    Vardas45724   Pavarde45724                6.21
    Vardas45725   Pavarde45725                8.65
    Vardas45726   Pavarde45726                7.39
    Vardas45727   Pavarde45727                5.25
    Vardas45728   Pavarde45728                6.82
    Vardas45729   Pavarde45729                6.14
    Vardas45730   Pavarde45730                5.33
    Vardas45731   Pavarde45731                7.59
    Vardas45732   Pavarde45732                8.04
    Vardas45735   Pavarde45735                5.63
    Vardas45736   Pavarde45736                7.95
    Vardas45739   Pavarde45739                6.13
    Vardas45740   Pavarde45740                5.51
    Vardas45742   Pavarde45742                6.57
    Vardas45743   Pavarde45743                6.81
    Vardas45745   Pavarde45745                7.47
    Vardas45746   Pavarde45746                5.48
    Vardas45749   Pavarde45749                5.51
    Vardas45751   Pavarde45751                8.73
    Vardas45753   Pavarde45753                6.02
    Vardas45754   Pavarde45754                6.71
    Vardas45756   Pavarde45756                5.80
    Vardas45757   Pavarde45757                5.80
    Vardas45759   Pavarde45759                7.29
    Vardas45760   Pavarde45760                6.67
    Vardas45762   Pavarde45762                6.90
    Vardas45763   Pavarde45763                6.11
    Vardas45765   Pavarde45765                6.08
    Vardas45766   Pavarde45766                8.57
    Vardas45767   Pavarde45767                6.78
    Vardas45768   Pavarde45768                7.28
    Vardas45769   Pavarde45769                6.47
    Vardas45770   Pavarde45770                6.42
    Vardas45774   Pavarde45774                6.55
    Vardas45775   Pavarde45775                7.76
    Vardas45776   Pavarde45776                8.23
    Vardas45777   Pavarde45777                7.93
    Vardas45778   Pavarde45778                5.16
    Vardas45780   Pavarde45780                8.04
    Vardas45782   Pavarde45782                5.33
    Vardas45784   Pavarde45784                6.08
    Vardas45786   Pavarde45786                8.17
    Vardas45787   Pavarde45787                5.33
    Vardas45791   Pavarde45791                5.37
    Vardas45792   Pavarde45792                6.03
    Vardas45793   Pavarde45793                7.07
    Vardas45795   Pavarde45795                6.98
    Vardas45796   Pavarde45796                5.82
    Vardas45797   Pavarde45797                7.16
    Vardas45799   Pavarde45799                5.43
    Vardas45800   Pavarde45800                8.48
    Vardas45801   Pavarde45801                5.38
    Vardas45804   Pavarde45804                8.54
    Vardas45806   Pavarde45806                6.41
    Vardas45808   Pavarde45808                5.20
    Vardas45809   Pavarde45809                5.87
    Vardas45810   Pavarde45810                7.77
    Vardas45811   Pavarde45811                8.34
    Vardas45812   Pavarde45812                7.97
    Vardas45815   Pavarde45815                7.27
    Vardas45816   Pavarde45816                7.43
    Vardas45820   Pavarde45820                6.95
    Vardas45821   Pavarde45821                6.72
    Vardas45823   Pavarde45823                6.72
    Vardas45826   Pavarde45826                5.16
    Vardas45828   Pavarde45828                6.40
    Vardas45829   Pavarde45829                8.03
    Vardas45830   Pavarde45830                8.45
    Vardas45833   Pavarde45833                8.00
    Vardas45834   Pavarde45834                6.82
    Vardas45835   Pavarde45835                7.06
    Vardas45838   Pavarde45838                5.86
    Vardas45841   Pavarde45841                6.39
    Vardas45842   Pavarde45842                7.21
    Vardas45843   Pavarde45843                5.21
    Vardas45845   Pavarde45845                5.02
    Vardas45848   Pavarde45848                8.05
    Vardas45851   Pavarde45851                5.49
    Vardas45852   Pavarde45852                5.52
    Vardas45853   Pavarde45853                6.22
    Vardas45854   Pavarde45854                7.74
    Vardas45855   Pavarde45855                7.43
    Vardas45857   Pavarde45857                5.37
    Vardas45859   Pavarde45859                5.50
    Vardas45860   Pavarde45860                5.19
    Vardas45861   Pavarde45861                7.67
    Vardas45863   Pavarde45863                7.57
    Vardas45866   Pavarde45866                6.57
    Vardas45868   Pavarde45868                5.04
    Vardas45870   Pavarde45870                8.38
    Vardas45871   Pavarde45871                7.72
    Vardas45875   Pavarde45875                5.98
    Vardas45876   Pavarde45876                8.53
    Vardas45878   Pavarde45878                5.32
    Vardas45879   Pavarde45879                7.51
    Vardas45880   Pavarde45880                6.02
    Vardas45881   Pavarde45881                5.00
    Vardas45884   Pavarde45884                5.36
    Vardas45886   Pavarde45886                5.51
    Vardas45887   Pavarde45887                5.30
    Vardas45888   Pavarde45888                6.79
    Vardas45889   Pavarde45889                8.31
    Vardas45892   Pavarde45892                7.92
    Vardas45893   Pavarde45893                9.01
    Vardas45894   Pavarde45894                7.29
    Vardas45895   Pavarde45895                6.89
    Vardas45897   Pavarde45897                5.85
