         Vardas        Pavarde     Galutinis balas
    Vardas39580   Pavarde39580                2.37
    Vardas39581   Pavarde39581                4.89
    Vardas39586   Pavarde39586                3.83
    Vardas39593   Pavarde39593                4.96
    Vardas39594   Pavarde39594                2.17
    Vardas39597   Pavarde39597                3.46
    Vardas39600   Pavarde39600                3.81
    Vardas39601   Pavarde39601                4.96
    Vardas39603   Pavarde39603                3.97
    Vardas39605   Pavarde39605                2.84
    Vardas39611   Pavarde39611                4.64
    Vardas39612   Pavarde39612                4.81
    Vardas39613   Pavarde39613                4.67
    Vardas39617   Pavarde39617                4.29
    Vardas39618   Pavarde39618                4.54
    Vardas39621   Pavarde39621                4.36
    Vardas39624   Pavarde39624                3.08
    Vardas39628   Pavarde39628                3.87
    Vardas39632   Pavarde39632                3.05
    Vardas39633   Pavarde39633                4.13
    Vardas39634   Pavarde39634                2.20
    Vardas39635   Pavarde39635                4.92
    Vardas39640   Pavarde39640                2.87
    Vardas39645   Pavarde39645                4.33
    Vardas39646   Pavarde39646                4.96
    Vardas39647   Pavarde39647                2.80
    Vardas39651   Pavarde39651                4.54
    Vardas39654   Pavarde39654                4.15
    Vardas39657   Pavarde39657                4.17
    Vardas39663   Pavarde39663                3.41
    Vardas39665   Pavarde39665                3.74
    Vardas39666   Pavarde39666                2.98
    Vardas39670   Pavarde39670                3.84
    Vardas39676   Pavarde39676                3.76
    Vardas39677   Pavarde39677                2.15
    Vardas39678   Pavarde39678                4.87
    Vardas39683   Pavarde39683                3.83
    Vardas39684   Pavarde39684                3.50
    Vardas39686   Pavarde39686                2.28
    Vardas39687   Pavarde39687                4.72
    Vardas39691   Pavarde39691                3.92
    Vardas39692   Pavarde39692                1.97
    Vardas39693   Pavarde39693                3.40
    Vardas39694   Pavarde39694                3.01
    Vardas39695   Pavarde39695                2.51
    Vardas39696   Pavarde39696                4.81
    Vardas39697   Pavarde39697                4.33
    Vardas39699   Pavarde39699                4.76
    Vardas39700   Pavarde39700                3.25
    Vardas39702   Pavarde39702                4.27
    Vardas39703   Pavarde39703                4.83
    Vardas39704   Pavarde39704                4.94
    Vardas39710   Pavarde39710                3.51
    Vardas39712   Pavarde39712                3.35
    Vardas39713   Pavarde39713                4.51
    Vardas39717   Pavarde39717                3.20
    Vardas39718   Pavarde39718                4.32
    Vardas39722   Pavarde39722                4.43
    Vardas39727   Pavarde39727                4.96
    Vardas39729   Pavarde39729                2.91
    Vardas39730   Pavarde39730                3.91
    Vardas39731   Pavarde39731                4.45
    Vardas39732   Pavarde39732                4.02
    Vardas39733   Pavarde39733                3.46
    Vardas39736   Pavarde39736                4.79
    Vardas39738   Pavarde39738                3.82
    Vardas39740   Pavarde39740                4.15
    Vardas39742   Pavarde39742                3.29
    Vardas39746   Pavarde39746                4.66
    Vardas39750   Pavarde39750                3.20
    Vardas39753   Pavarde39753                3.32
    Vardas39755   Pavarde39755                2.70
    Vardas39756   Pavarde39756                3.13
    Vardas39757   Pavarde39757                3.03
    Vardas39758   Pavarde39758                4.19
    Vardas39760   Pavarde39760                4.63
    Vardas39761   Pavarde39761                4.63
    Vardas39763   Pavarde39763                3.64
    Vardas39768   Pavarde39768                3.70
    Vardas39772   Pavarde39772                3.96
    Vardas39776   Pavarde39776                3.48
    Vardas39777   Pavarde39777                4.36
    Vardas39778   Pavarde39778                3.39
    Vardas39784   Pavarde39784                4.22
    Vardas39787   Pavarde39787                3.03
    Vardas39789   Pavarde39789                2.89
    Vardas39791   Pavarde39791                2.71
    Vardas39792   Pavarde39792                4.46
    Vardas39795   Pavarde39795                4.65
    Vardas39796   Pavarde39796                4.90
    Vardas39799   Pavarde39799                4.19
    Vardas39801   Pavarde39801                3.94
    Vardas39803   Pavarde39803                4.61
    Vardas39804   Pavarde39804                3.96
    Vardas39805   Pavarde39805                2.36
    Vardas39806   Pavarde39806                3.75
    Vardas39807   Pavarde39807                4.36
    Vardas39809   Pavarde39809                4.84
    Vardas39811   Pavarde39811                4.33
    Vardas39812   Pavarde39812                3.36
    Vardas39813   Pavarde39813                3.25
    Vardas39818   Pavarde39818                4.87
    Vardas39820   Pavarde39820                3.04
    Vardas39821   Pavarde39821                3.54
    Vardas39823   Pavarde39823                3.87
    Vardas39827   Pavarde39827                3.61
    Vardas39832   Pavarde39832                3.69
    Vardas39835   Pavarde39835                3.93
    Vardas39837   Pavarde39837                2.41
    Vardas39838   Pavarde39838                3.16
    Vardas39839   Pavarde39839                3.50
    Vardas39841   Pavarde39841                3.26
    Vardas39844   Pavarde39844                3.43
    Vardas39846   Pavarde39846                3.11
    Vardas39847   Pavarde39847                4.23
    Vardas39852   Pavarde39852                3.46
    Vardas39854   Pavarde39854                4.10
    Vardas39856   Pavarde39856                4.64
    Vardas39859   Pavarde39859                3.38
    Vardas39861   Pavarde39861                3.76
    Vardas39862   Pavarde39862                2.16
    Vardas39864   Pavarde39864                4.13
    Vardas39869   Pavarde39869                3.19
    Vardas39872   Pavarde39872                3.41
    Vardas39875   Pavarde39875                3.66
    Vardas39877   Pavarde39877                3.83
    Vardas39879   Pavarde39879                4.50
    Vardas39884   Pavarde39884                4.83
    Vardas39885   Pavarde39885                4.73
    Vardas39894   Pavarde39894                4.08
    Vardas39899   Pavarde39899                3.26
    Vardas39900   Pavarde39900                4.37
    Vardas39901   Pavarde39901                3.64
    Vardas39902   Pavarde39902                3.97
    Vardas39903   Pavarde39903                3.86
    Vardas39904   Pavarde39904                4.33
    Vardas39906   Pavarde39906                4.27
    Vardas39908   Pavarde39908                2.81
    Vardas39909   Pavarde39909                4.51
    Vardas39910   Pavarde39910                3.23
    Vardas39912   Pavarde39912                3.85
    Vardas39913   Pavarde39913                4.71
    Vardas39914   Pavarde39914                2.96
    Vardas39915   Pavarde39915                3.79
    Vardas39918   Pavarde39918                4.77
    Vardas39920   Pavarde39920                4.08
    Vardas39922   Pavarde39922                3.48
    Vardas39923   Pavarde39923                4.66
    Vardas39926   Pavarde39926                3.41
    Vardas39928   Pavarde39928                4.38
    Vardas39931   Pavarde39931                4.44
    Vardas39933   Pavarde39933                2.92
    Vardas39935   Pavarde39935                4.05
    Vardas39936   Pavarde39936                4.99
    Vardas39937   Pavarde39937                3.22
    Vardas39939   Pavarde39939                4.69
    Vardas39945   Pavarde39945                5.00
    Vardas39947   Pavarde39947                4.54
    Vardas39948   Pavarde39948                3.48
    Vardas39949   Pavarde39949                3.69
    Vardas39950   Pavarde39950                4.87
    Vardas39951   Pavarde39951                4.64
    Vardas39952   Pavarde39952                2.13
    Vardas39953   Pavarde39953                4.36
    Vardas39955   Pavarde39955                4.15
    Vardas39957   Pavarde39957                2.63
    Vardas39958   Pavarde39958                3.13
    Vardas39959   Pavarde39959                3.67
    Vardas39961   Pavarde39961                4.51
    Vardas39963   Pavarde39963                4.87
    Vardas39967   Pavarde39967                4.53
    Vardas39971   Pavarde39971                3.54
    Vardas39972   Pavarde39972                4.39
    Vardas39973   Pavarde39973                3.03
    Vardas39974   Pavarde39974                4.39
    Vardas39975   Pavarde39975                4.82
    Vardas39976   Pavarde39976                2.83
    Vardas39978   Pavarde39978                3.37
    Vardas39980   Pavarde39980                4.63
    Vardas39981   Pavarde39981                4.94
    Vardas39982   Pavarde39982                3.96
    Vardas39983   Pavarde39983                3.61
    Vardas39988   Pavarde39988                4.72
    Vardas39990   Pavarde39990                2.78
    Vardas39993   Pavarde39993                3.31
    Vardas39998   Pavarde39998                3.93
    Vardas40000   Pavarde40000                4.44
    Vardas40003   Pavarde40003                3.15
    Vardas40014   Pavarde40014                4.14
    Vardas40015   Pavarde40015                3.83
    Vardas40016   Pavarde40016                4.76
    Vardas40018   Pavarde40018                2.67
    Vardas40021   Pavarde40021                3.95
    Vardas40022   Pavarde40022                4.86
    Vardas40023   Pavarde40023                3.49
    Vardas40025   Pavarde40025                4.46
    Vardas40026   Pavarde40026                3.95
    Vardas40029   Pavarde40029                3.06
    Vardas40032   Pavarde40032                3.74
    Vardas40033   Pavarde40033                4.01
    Vardas40040   Pavarde40040                4.80
    Vardas40042   Pavarde40042                4.16
    Vardas40043   Pavarde40043                3.13
    Vardas40045   Pavarde40045                3.88
    Vardas40046   Pavarde40046                3.82
    Vardas40050   Pavarde40050                3.92
    Vardas40052   Pavarde40052                4.84
    Vardas40053   Pavarde40053                2.55
    Vardas40056   Pavarde40056                3.49
    Vardas40058   Pavarde40058                2.74
    Vardas40059   Pavarde40059                2.59
    Vardas40069   Pavarde40069                3.56
    Vardas40073   Pavarde40073                4.15
    Vardas40076   Pavarde40076                4.08
    Vardas40077   Pavarde40077                3.18
    Vardas40079   Pavarde40079                2.97
    Vardas40081   Pavarde40081                4.10
    Vardas40082   Pavarde40082                3.02
    Vardas40084   Pavarde40084                3.88
    Vardas40085   Pavarde40085                4.16
    Vardas40089   Pavarde40089                3.42
    Vardas40091   Pavarde40091                4.46
    Vardas40092   Pavarde40092                3.21
    Vardas40095   Pavarde40095                3.67
    Vardas40096   Pavarde40096                3.47
    Vardas40098   Pavarde40098                4.76
    Vardas40099   Pavarde40099                2.17
    Vardas40102   Pavarde40102                4.29
    Vardas40105   Pavarde40105                3.67
    Vardas40107   Pavarde40107                3.83
    Vardas40110   Pavarde40110                3.65
    Vardas40112   Pavarde40112                3.73
    Vardas40114   Pavarde40114                3.23
    Vardas40117   Pavarde40117                3.82
    Vardas40119   Pavarde40119                3.06
    Vardas40124   Pavarde40124                4.67
    Vardas40126   Pavarde40126                2.62
    Vardas40128   Pavarde40128                3.61
    Vardas40131   Pavarde40131                4.99
    Vardas40133   Pavarde40133                4.37
    Vardas40134   Pavarde40134                3.60
    Vardas40137   Pavarde40137                4.67
    Vardas40138   Pavarde40138                3.18
    Vardas40144   Pavarde40144                3.31
    Vardas40148   Pavarde40148                2.64
    Vardas40149   Pavarde40149                4.59
    Vardas40151   Pavarde40151                4.68
    Vardas40152   Pavarde40152                4.00
    Vardas40157   Pavarde40157                2.93
    Vardas40159   Pavarde40159                4.35
    Vardas40161   Pavarde40161                4.26
    Vardas40162   Pavarde40162                4.52
    Vardas40165   Pavarde40165                3.03
    Vardas40166   Pavarde40166                3.90
    Vardas40168   Pavarde40168                2.87
    Vardas40173   Pavarde40173                3.46
    Vardas40175   Pavarde40175                4.45
    Vardas40177   Pavarde40177                4.79
    Vardas40178   Pavarde40178                4.92
    Vardas40180   Pavarde40180                3.49
    Vardas40183   Pavarde40183                3.73
    Vardas40186   Pavarde40186                4.77
    Vardas40187   Pavarde40187                4.58
    Vardas40189   Pavarde40189                4.28
    Vardas40190   Pavarde40190                3.30
    Vardas40192   Pavarde40192                3.56
    Vardas40193   Pavarde40193                2.45
    Vardas40195   Pavarde40195                4.92
    Vardas40196   Pavarde40196                4.61
    Vardas40199   Pavarde40199                3.69
    Vardas40200   Pavarde40200                4.16
    Vardas40201   Pavarde40201                1.93
    Vardas40206   Pavarde40206                3.97
    Vardas40207   Pavarde40207                4.69
    Vardas40211   Pavarde40211                4.50
    Vardas40214   Pavarde40214                3.68
    Vardas40219   Pavarde40219                4.09
    Vardas40220   Pavarde40220                2.48
    Vardas40221   Pavarde40221                4.56
    Vardas40222   Pavarde40222                4.36
    Vardas40225   Pavarde40225                4.89
    Vardas40229   Pavarde40229                4.40
    Vardas40230   Pavarde40230                3.13
    Vardas40231   Pavarde40231                3.32
    Vardas40232   Pavarde40232                4.89
    Vardas40234   Pavarde40234                4.52
    Vardas40236   Pavarde40236                4.39
    Vardas40237   Pavarde40237                3.66
    Vardas40238   Pavarde40238                2.75
    Vardas40240   Pavarde40240                4.94
    Vardas40246   Pavarde40246                3.82
    Vardas40249   Pavarde40249                4.54
    Vardas40253   Pavarde40253                4.23
    Vardas40254   Pavarde40254                4.00
    Vardas40255   Pavarde40255                3.96
    Vardas40256   Pavarde40256                4.25
    Vardas40260   Pavarde40260                3.98
    Vardas40263   Pavarde40263                3.32
    Vardas40266   Pavarde40266                3.30
    Vardas40267   Pavarde40267                4.60
    Vardas40269   Pavarde40269                3.52
    Vardas40271   Pavarde40271                3.35
    Vardas40272   Pavarde40272                3.29
    Vardas40278   Pavarde40278                4.55
    Vardas40285   Pavarde40285                2.68
    Vardas40287   Pavarde40287                4.12
    Vardas40288   Pavarde40288                3.14
    Vardas40293   Pavarde40293                4.94
    Vardas40294   Pavarde40294                3.85
    Vardas40295   Pavarde40295                4.07
    Vardas40297   Pavarde40297                3.47
    Vardas40298   Pavarde40298                3.17
    Vardas40301   Pavarde40301                3.60
    Vardas40303   Pavarde40303                2.60
    Vardas40304   Pavarde40304                4.24
    Vardas40312   Pavarde40312                2.88
    Vardas40315   Pavarde40315                3.60
    Vardas40318   Pavarde40318                4.39
    Vardas40321   Pavarde40321                2.84
    Vardas40322   Pavarde40322                3.78
    Vardas40329   Pavarde40329                4.30
    Vardas40331   Pavarde40331                3.61
    Vardas40334   Pavarde40334                3.13
    Vardas40335   Pavarde40335                2.98
    Vardas40339   Pavarde40339                3.44
    Vardas40343   Pavarde40343                4.94
    Vardas40347   Pavarde40347                3.83
    Vardas40348   Pavarde40348                3.24
    Vardas40350   Pavarde40350                4.86
    Vardas40352   Pavarde40352                2.42
    Vardas40353   Pavarde40353                4.90
    Vardas40361   Pavarde40361                3.46
    Vardas40362   Pavarde40362                4.38
    Vardas40364   Pavarde40364                4.11
    Vardas40371   Pavarde40371                4.54
    Vardas40374   Pavarde40374                3.10
    Vardas40381   Pavarde40381                3.12
    Vardas40382   Pavarde40382                3.49
    Vardas40386   Pavarde40386                4.04
    Vardas40389   Pavarde40389                4.39
    Vardas40391   Pavarde40391                4.64
    Vardas40398   Pavarde40398                4.88
    Vardas40403   Pavarde40403                3.11
    Vardas40405   Pavarde40405                3.32
    Vardas40409   Pavarde40409                3.91
    Vardas40411   Pavarde40411                3.15
    Vardas40415   Pavarde40415                3.18
    Vardas40417   Pavarde40417                4.05
    Vardas40420   Pavarde40420                4.14
    Vardas40421   Pavarde40421                4.15
    Vardas40422   Pavarde40422                4.82
    Vardas40424   Pavarde40424                3.19
    Vardas40425   Pavarde40425                4.87
    Vardas40427   Pavarde40427                4.77
    Vardas40431   Pavarde40431                3.86
    Vardas40433   Pavarde40433                4.42
    Vardas40436   Pavarde40436                4.56
    Vardas40438   Pavarde40438                3.75
    Vardas40439   Pavarde40439                4.19
    Vardas40440   Pavarde40440                4.55
    Vardas40443   Pavarde40443                4.78
    Vardas40444   Pavarde40444                3.42
    Vardas40447   Pavarde40447                3.96
    Vardas40448   Pavarde40448                4.08
    Vardas40449   Pavarde40449                4.88
    Vardas40451   Pavarde40451                3.85
    Vardas40452   Pavarde40452                3.53
    Vardas40453   Pavarde40453                4.16
    Vardas40454   Pavarde40454                4.76
    Vardas40457   Pavarde40457                2.62
    Vardas40458   Pavarde40458                3.46
    Vardas40459   Pavarde40459                4.30
    Vardas40461   Pavarde40461                4.82
    Vardas40463   Pavarde40463                2.84
    Vardas40467   Pavarde40467                4.58
    Vardas40468   Pavarde40468                4.83
    Vardas40471   Pavarde40471                4.02
    Vardas40474   Pavarde40474                3.06
    Vardas40475   Pavarde40475                3.17
    Vardas40479   Pavarde40479                4.52
    Vardas40480   Pavarde40480                2.85
    Vardas40483   Pavarde40483                4.89
    Vardas40490   Pavarde40490                4.20
    Vardas40492   Pavarde40492                3.69
    Vardas40495   Pavarde40495                4.53
    Vardas40496   Pavarde40496                4.26
    Vardas40500   Pavarde40500                4.97
    Vardas40502   Pavarde40502                4.85
    Vardas40503   Pavarde40503                4.63
    Vardas40504   Pavarde40504                4.29
    Vardas40505   Pavarde40505                4.37
    Vardas40507   Pavarde40507                4.89
    Vardas40511   Pavarde40511                4.40
    Vardas40515   Pavarde40515                4.63
    Vardas40516   Pavarde40516                3.52
    Vardas40518   Pavarde40518                3.81
    Vardas40519   Pavarde40519                3.91
    Vardas40527   Pavarde40527                3.98
    Vardas40528   Pavarde40528                3.80
    Vardas40532   Pavarde40532                4.90
    Vardas40536   Pavarde40536                4.02
    Vardas40539   Pavarde40539                4.64
    Vardas40540   Pavarde40540                2.58
    Vardas40541   Pavarde40541                3.61
    Vardas40542   Pavarde40542                3.90
    Vardas40544   Pavarde40544                3.94
    Vardas40549   Pavarde40549                4.65
    Vardas40550   Pavarde40550                3.78
    Vardas40551   Pavarde40551                4.36
    Vardas40552   Pavarde40552                3.97
    Vardas40553   Pavarde40553                3.48
    Vardas40554   Pavarde40554                2.81
    Vardas40555   Pavarde40555                2.78
    Vardas40558   Pavarde40558                4.51
    Vardas40559   Pavarde40559                4.96
    Vardas40560   Pavarde40560                4.15
    Vardas40564   Pavarde40564                3.12
    Vardas40567   Pavarde40567                4.38
    Vardas40570   Pavarde40570                2.53
    Vardas40572   Pavarde40572                3.40
    Vardas40573   Pavarde40573                3.27
    Vardas40575   Pavarde40575                4.35
    Vardas40577   Pavarde40577                2.83
    Vardas40579   Pavarde40579                3.59
    Vardas40582   Pavarde40582                3.65
    Vardas40585   Pavarde40585                4.09
    Vardas40587   Pavarde40587                2.56
    Vardas40590   Pavarde40590                4.87
    Vardas40595   Pavarde40595                4.98
    Vardas40596   Pavarde40596                3.65
    Vardas40598   Pavarde40598                3.86
    Vardas40601   Pavarde40601                3.04
    Vardas40604   Pavarde40604                4.48
    Vardas40605   Pavarde40605                4.20
    Vardas40606   Pavarde40606                3.65
    Vardas40608   Pavarde40608                4.07
    Vardas40613   Pavarde40613                3.89
    Vardas40614   Pavarde40614                3.56
    Vardas40615   Pavarde40615                3.88
    Vardas40616   Pavarde40616                3.72
    Vardas40618   Pavarde40618                4.64
    Vardas40620   Pavarde40620                3.77
    Vardas40621   Pavarde40621                3.11
    Vardas40622   Pavarde40622                3.92
    Vardas40623   Pavarde40623                3.96
    Vardas40626   Pavarde40626                3.04
    Vardas40627   Pavarde40627                4.59
    Vardas40628   Pavarde40628                3.95
    Vardas40629   Pavarde40629                4.59
    Vardas40634   Pavarde40634                3.70
    Vardas40636   Pavarde40636                3.95
    Vardas40638   Pavarde40638                4.84
    Vardas40639   Pavarde40639                3.43
    Vardas40640   Pavarde40640                3.15
    Vardas40643   Pavarde40643                4.46
    Vardas40644   Pavarde40644                4.38
    Vardas40645   Pavarde40645                2.97
    Vardas40647   Pavarde40647                4.13
    Vardas40651   Pavarde40651                2.89
    Vardas40652   Pavarde40652                3.65
    Vardas40655   Pavarde40655                3.24
    Vardas40656   Pavarde40656                4.27
    Vardas40657   Pavarde40657                2.63
    Vardas40660   Pavarde40660                3.34
    Vardas40661   Pavarde40661                4.72
    Vardas40662   Pavarde40662                2.79
    Vardas40666   Pavarde40666                4.02
    Vardas40667   Pavarde40667                4.40
    Vardas40668   Pavarde40668                3.99
    Vardas40669   Pavarde40669                3.47
    Vardas40673   Pavarde40673                3.65
    Vardas40675   Pavarde40675                3.45
    Vardas40679   Pavarde40679                3.18
    Vardas40680   Pavarde40680                4.75
    Vardas40683   Pavarde40683                3.55
    Vardas40684   Pavarde40684                4.49
    Vardas40685   Pavarde40685                4.24
    Vardas40689   Pavarde40689                4.21
    Vardas40690   Pavarde40690                3.50
    Vardas40692   Pavarde40692                4.38
    Vardas40696   Pavarde40696                4.43
    Vardas40698   Pavarde40698                4.09
    Vardas40703   Pavarde40703                4.21
    Vardas40706   Pavarde40706                3.96
    Vardas40708   Pavarde40708                5.00
    Vardas40710   Pavarde40710                3.31
    Vardas40726   Pavarde40726                4.12
    Vardas40728   Pavarde40728                4.29
    Vardas40730   Pavarde40730                2.99
    Vardas40736   Pavarde40736                3.71
    Vardas40738   Pavarde40738                4.62
    Vardas40747   Pavarde40747                4.58
    Vardas40748   Pavarde40748                3.31
    Vardas40750   Pavarde40750                3.17
    Vardas40751   Pavarde40751                4.94
    Vardas40753   Pavarde40753                3.96
    Vardas40754   Pavarde40754                2.24
    Vardas40756   Pavarde40756                4.43
    Vardas40759   Pavarde40759                4.71
    Vardas40761   Pavarde40761                2.89
    Vardas40762   Pavarde40762                4.61
    Vardas40764   Pavarde40764                4.24
    Vardas40766   Pavarde40766                2.86
    Vardas40769   Pavarde40769                2.40
    Vardas40771   Pavarde40771                3.26
    Vardas40776   Pavarde40776                2.47
    Vardas40777   Pavarde40777                3.81
    Vardas40779   Pavarde40779                3.01
    Vardas40780   Pavarde40780                4.16
    Vardas40783   Pavarde40783                4.85
    Vardas40784   Pavarde40784                4.80
    Vardas40786   Pavarde40786                3.18
    Vardas40788   Pavarde40788                4.64
    Vardas40789   Pavarde40789                3.59
    Vardas40790   Pavarde40790                4.55
    Vardas40792   Pavarde40792                4.52
    Vardas40793   Pavarde40793                4.53
    Vardas40797   Pavarde40797                4.72
    Vardas40799   Pavarde40799                4.86
    Vardas40800   Pavarde40800                4.88
    Vardas40802   Pavarde40802                3.80
    Vardas40803   Pavarde40803                2.71
    Vardas40807   Pavarde40807                4.33
    Vardas40813   Pavarde40813                4.97
    Vardas40817   Pavarde40817                4.30
    Vardas40818   Pavarde40818                4.80
    Vardas40821   Pavarde40821                4.57
    Vardas40822   Pavarde40822                4.17
    Vardas40827   Pavarde40827                2.29
    Vardas40828   Pavarde40828                4.77
    Vardas40829   Pavarde40829                3.23
    Vardas40830   Pavarde40830                3.46
    Vardas40833   Pavarde40833                4.35
    Vardas40834   Pavarde40834                3.13
    Vardas40838   Pavarde40838                3.82
    Vardas40839   Pavarde40839                3.90
    Vardas40841   Pavarde40841                4.49
    Vardas40844   Pavarde40844                3.40
    Vardas40845   Pavarde40845                4.67
    Vardas40846   Pavarde40846                4.33
    Vardas40848   Pavarde40848                3.68
    Vardas40850   Pavarde40850                3.34
    Vardas40852   Pavarde40852                2.20
    Vardas40854   Pavarde40854                3.57
    Vardas40855   Pavarde40855                3.13
    Vardas40860   Pavarde40860                3.85
    Vardas40861   Pavarde40861                2.09
    Vardas40862   Pavarde40862                3.89
    Vardas40864   Pavarde40864                2.77
    Vardas40871   Pavarde40871                3.11
    Vardas40874   Pavarde40874                3.50
    Vardas40875   Pavarde40875                3.65
    Vardas40877   Pavarde40877                4.98
    Vardas40884   Pavarde40884                3.26
    Vardas40886   Pavarde40886                4.43
    Vardas40889   Pavarde40889                4.21
    Vardas40891   Pavarde40891                3.88
    Vardas40895   Pavarde40895                3.30
    Vardas40901   Pavarde40901                4.38
    Vardas40903   Pavarde40903                3.73
    Vardas40906   Pavarde40906                4.13
    Vardas40907   Pavarde40907                4.13
    Vardas40909   Pavarde40909                3.56
    Vardas40910   Pavarde40910                3.90
    Vardas40912   Pavarde40912                3.09
    Vardas40913   Pavarde40913                3.05
    Vardas40916   Pavarde40916                4.42
    Vardas40917   Pavarde40917                3.18
    Vardas40918   Pavarde40918                2.69
    Vardas40920   Pavarde40920                3.85
    Vardas40921   Pavarde40921                4.93
    Vardas40923   Pavarde40923                3.83
    Vardas40930   Pavarde40930                4.28
    Vardas40932   Pavarde40932                4.24
    Vardas40935   Pavarde40935                3.65
    Vardas40938   Pavarde40938                3.03
    Vardas40940   Pavarde40940                4.37
    Vardas40944   Pavarde40944                3.31
    Vardas40945   Pavarde40945                4.56
    Vardas40948   Pavarde40948                2.47
    Vardas40949   Pavarde40949                3.44
    Vardas40950   Pavarde40950                2.02
    Vardas40951   Pavarde40951                3.37
    Vardas40952   Pavarde40952                2.88
    Vardas40953   Pavarde40953                3.21
    Vardas40955   Pavarde40955                3.06
    Vardas40958   Pavarde40958                3.26
    Vardas40961   Pavarde40961                4.61
    Vardas40965   Pavarde40965                3.84
    Vardas40966   Pavarde40966                3.23
    Vardas40969   Pavarde40969                3.00
    Vardas40971   Pavarde40971                3.40
    Vardas40976   Pavarde40976                4.67
    Vardas40978   Pavarde40978                3.42
    Vardas40980   Pavarde40980                3.97
    Vardas40982   Pavarde40982                4.49
    Vardas40983   Pavarde40983                4.90
    Vardas40984   Pavarde40984                3.21
    Vardas40986   Pavarde40986                3.84
    Vardas40988   Pavarde40988                4.91
    Vardas40990   Pavarde40990                4.00
    Vardas40992   Pavarde40992                3.29
    Vardas40993   Pavarde40993                2.49
    Vardas40994   Pavarde40994                4.31
    Vardas40996   Pavarde40996                4.80
    Vardas41000   Pavarde41000                3.99
    Vardas41001   Pavarde41001                4.99
    Vardas41004   Pavarde41004                3.07
    Vardas41007   Pavarde41007                3.41
    Vardas41008   Pavarde41008                2.71
    Vardas41009   Pavarde41009                4.90
    Vardas41010   Pavarde41010                3.09
    Vardas41012   Pavarde41012                2.80
    Vardas41013   Pavarde41013                3.97
    Vardas41015   Pavarde41015                2.47
    Vardas41018   Pavarde41018                2.57
    Vardas41020   Pavarde41020                4.95
    Vardas41022   Pavarde41022                3.79
    Vardas41034   Pavarde41034                3.52
    Vardas41039   Pavarde41039                4.05
    Vardas41043   Pavarde41043                4.09
    Vardas41045   Pavarde41045                3.52
    Vardas41046   Pavarde41046                4.80
    Vardas41047   Pavarde41047                3.15
    Vardas41049   Pavarde41049                3.56
    Vardas41051   Pavarde41051                4.90
    Vardas41057   Pavarde41057                3.57
    Vardas41060   Pavarde41060                3.20
    Vardas41063   Pavarde41063                3.88
    Vardas41064   Pavarde41064                3.76
    Vardas41066   Pavarde41066                3.63
    Vardas41070   Pavarde41070                2.90
    Vardas41071   Pavarde41071                4.78
    Vardas41075   Pavarde41075                3.56
    Vardas41078   Pavarde41078                4.82
    Vardas41079   Pavarde41079                3.87
    Vardas41082   Pavarde41082                4.91
    Vardas41083   Pavarde41083                3.36
    Vardas41084   Pavarde41084                3.36
    Vardas41088   Pavarde41088                3.62
    Vardas41090   Pavarde41090                4.03
    Vardas41091   Pavarde41091                4.22
    Vardas41092   Pavarde41092                3.13
    Vardas41094   Pavarde41094                4.78
    Vardas41095   Pavarde41095                4.49
    Vardas41097   Pavarde41097                3.24
    Vardas41103   Pavarde41103                3.48
    Vardas41109   Pavarde41109                4.30
    Vardas41110   Pavarde41110                4.49
    Vardas41112   Pavarde41112                3.18
    Vardas41113   Pavarde41113                4.29
    Vardas41115   Pavarde41115                4.64
    Vardas41117   Pavarde41117                4.43
    Vardas41122   Pavarde41122                3.71
    Vardas41128   Pavarde41128                2.84
    Vardas41130   Pavarde41130                3.71
    Vardas41131   Pavarde41131                3.04
    Vardas41136   Pavarde41136                3.33
    Vardas41137   Pavarde41137                4.27
    Vardas41139   Pavarde41139                4.92
    Vardas41140   Pavarde41140                3.02
    Vardas41142   Pavarde41142                3.86
    Vardas41146   Pavarde41146                3.47
    Vardas41147   Pavarde41147                3.52
    Vardas41148   Pavarde41148                3.51
    Vardas41149   Pavarde41149                2.59
    Vardas41152   Pavarde41152                4.10
    Vardas41154   Pavarde41154                3.09
    Vardas41155   Pavarde41155                3.79
    Vardas41160   Pavarde41160                4.48
    Vardas41161   Pavarde41161                4.05
    Vardas41162   Pavarde41162                4.11
    Vardas41167   Pavarde41167                4.18
    Vardas41169   Pavarde41169                4.70
    Vardas41172   Pavarde41172                4.64
    Vardas41173   Pavarde41173                4.88
    Vardas41174   Pavarde41174                4.13
    Vardas41176   Pavarde41176                3.38
    Vardas41184   Pavarde41184                2.26
    Vardas41185   Pavarde41185                3.41
    Vardas41191   Pavarde41191                2.96
    Vardas41197   Pavarde41197                3.35
    Vardas41198   Pavarde41198                4.17
    Vardas41199   Pavarde41199                4.44
    Vardas41200   Pavarde41200                3.20
    Vardas41203   Pavarde41203                4.19
    Vardas41209   Pavarde41209                2.73
    Vardas41212   Pavarde41212                3.32
    Vardas41213   Pavarde41213                3.55
    Vardas41214   Pavarde41214                3.36
    Vardas41215   Pavarde41215                4.89
    Vardas41217   Pavarde41217                3.46
    Vardas41218   Pavarde41218                3.20
    Vardas41220   Pavarde41220                3.28
    Vardas41221   Pavarde41221                4.80
    Vardas41224   Pavarde41224                4.27
    Vardas41225   Pavarde41225                3.90
    Vardas41227   Pavarde41227                2.73
    Vardas41233   Pavarde41233                3.65
